YEAR,HOUR,ROAD_CLASS,CLASS_INT,DISTRICT,DISTRICT_INT,DIVISION,VISIBILITY,VISIBILITY_INT,LIGHT,LIGHT_INT,RDSFCOND,RDSFCOND_INT,ACCLASS,ACCLAS_INT,INJURY,INJURY_INT,VEHTYPE,VEHTYPE_INT,HOOD_ID
2009,18,Local,3,Etobicoke York,1,23,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,<Null>,0,Other,6,1
2009,15,Major Arterial,1,Toronto and East York,4,"51,52",Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minimal,4,Other,6,77
2009,15,Major Arterial,1,Toronto and East York,4,"51,52",Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minimal,4,"Automobile, Station Wagon",1,77
2009,15,Major Arterial,1,Toronto and East York,4,"51,52",Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minimal,4,"Automobile, Station Wagon",1,77
2009,15,Major Arterial,1,Toronto and East York,4,"51,52",Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minimal,4,Other,6,77
2009,15,Major Arterial,1,Toronto and East York,4,"51,52",Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,77
2009,15,Major Arterial,1,Toronto and East York,4,"51,52",Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minimal,4,Other,6,77
2009,15,Major Arterial,1,Toronto and East York,4,"51,52",Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minor,3,Other,6,77
2009,15,Major Arterial,1,Toronto and East York,4,"51,52",Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,77
2009,15,Major Arterial,1,Toronto and East York,4,"51,52",Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minimal,4,"Automobile, Station Wagon",1,77
2009,22,Major Arterial,1,Etobicoke York,1,23,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Minor,3,"Automobile, Station Wagon",1,1
2009,22,Major Arterial,1,Etobicoke York,1,23,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,1
2009,13,Minor Arterial,2,Toronto and East York,4,11,Rain,5,Daylight,1,Wet,2,Fatal,1,<Null>,0,Other,6,86
2009,21,Collector,1,Scarborough,3,42,Other,8,Dark,4,Wet,2,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,132
2009,13,Minor Arterial,2,Toronto and East York,4,11,Rain,5,Daylight,1,Wet,2,Fatal,1,None,0,Municipal Transit Bus (TTC),4,86
2009,0,Major Arterial,1,Scarborough,3,42,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,128
2009,3,Major Arterial,1,Etobicoke York,1,12,Clear,1,Dark,4,Wet,2,Non-Fatal Injury,2,Minor,3,"Automobile, Station Wagon",1,28
2008,7,Major Arterial,1,Scarborough,3,"41,43",Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,127
2009,22,Major Arterial,1,Scarborough,3,42,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,131
2008,1,Major Arterial,1,Toronto and East York,4,14,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,80
2009,14,Minor Arterial,2,Toronto and East York,4,"11,14",Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,Municipal Transit Bus (TTC),4,84
2009,21,Minor Arterial,2,Toronto and East York,4,11,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,89
2009,18,Major Arterial,1,Toronto and East York,4,14,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,93
2009,3,Major Arterial,1,Etobicoke York,1,12,Clear,1,Dark,4,Wet,2,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,28
2008,9,Major Arterial,1,Scarborough,3,43,Snow,6,Daylight,1,Ice,7,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,135
2009,1,Collector,1,Scarborough,3,43,Clear,1,Dark,4,Dry,1,Fatal,1,Fatal,1,Other,6,137
2009,21,Minor Arterial,2,Toronto and East York,4,11,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Major,2,Bicycle,2,89
2009,5,Major Arterial,1,Etobicoke York,1,23,Clear,1,Dawn,2,Dry,1,Non-Fatal Injury,2,<Null>,0,Other,6,3
2009,0,Major Arterial,1,Scarborough,3,42,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Major,2,Motorcycle,2,128
2008,1,Major Arterial,1,Toronto and East York,4,14,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,80
2009,19,Major Arterial,1,Toronto and East York,4,52,Clear,1,"Dark, artificial",4,Other,8,Non-Fatal Injury,2,<Null>,0,<Null>,0,76
2009,1,Collector,1,Scarborough,3,43,Clear,1,Dark,4,Dry,1,Fatal,1,Minor,3,"Automobile, Station Wagon",1,137
2008,9,Major Arterial,1,Scarborough,3,43,Snow,6,Daylight,1,Ice,7,Non-Fatal Injury,2,Minimal,4,"Automobile, Station Wagon",1,135
2009,22,Major Arterial,1,Etobicoke York,1,22,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,16
2009,22,Major Arterial,1,Scarborough,3,42,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,<Null>,0,Other,6,131
2009,13,Major Arterial,1,Scarborough,3,"41,43",Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,127
2009,22,Major Arterial,1,Etobicoke York,1,22,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Minimal,4,"Automobile, Station Wagon",1,16
2009,14,Collector,1,Etobicoke York,1,12,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,<Null>,0,Other,6,112
2009,17,Major Arterial,1,North York,2,32,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,51
2009,5,Major Arterial,1,Etobicoke York,1,23,Clear,1,Dawn,2,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,3
2009,17,Major Arterial,1,North York,2,32,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,51
2009,10,Major Arterial,1,Toronto and East York,4,"52,14",Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,79
2009,19,Major Arterial,1,Toronto and East York,4,52,Clear,1,"Dark, artificial",4,Other,8,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,76
2008,19,Minor Arterial,2,Scarborough,3,42,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,132
2008,17,Other,4,Etobicoke York,1,31,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,<Null>,0,Other,6,27
2009,13,Major Arterial,1,Scarborough,3,"41,43",Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minor,3,Other,6,127
2009,17,Major Arterial,1,Toronto and East York,4,11,Rain,5,Daylight,1,Wet,2,Fatal,1,<Null>,0,Other,6,90
2009,14,Collector,1,Etobicoke York,1,12,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,112
2009,19,Major Arterial,1,Toronto and East York,4,52,Clear,1,"Dark, artificial",4,Other,8,Non-Fatal Injury,2,<Null>,0,<Null>,0,76
2008,17,Other,4,Etobicoke York,1,31,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,27
2009,13,Major Arterial,1,Scarborough,3,"41,43",Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,127
2009,13,Major Arterial,1,Scarborough,3,"41,43",Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minor,3,"Automobile, Station Wagon",1,127
2009,13,Major Arterial,1,Scarborough,3,"41,43",Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minimal,4,"Automobile, Station Wagon",1,127
2009,13,Major Arterial,1,Scarborough,3,"41,43",Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minor,3,Other,6,127
2009,13,Major Arterial,1,Scarborough,3,"41,43",Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minimal,4,"Automobile, Station Wagon",1,127
2009,13,Major Arterial,1,Scarborough,3,"41,43",Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minimal,4,"Automobile, Station Wagon",1,127
2009,17,Major Arterial,1,North York,2,32,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Motorcycle,2,27
2009,17,Major Arterial,1,North York,2,32,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,27
2009,19,Minor Arterial,2,Etobicoke York,1,12,Rain,5,Daylight,1,Wet,2,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,110
2009,5,Major Arterial,1,Etobicoke York,1,23,Clear,1,Dawn,2,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,3
2009,16,Local,3,North York,2,32,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,34
2009,10,Major Arterial,1,Toronto and East York,4,"52,14",Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Bicycle,2,79
2008,19,Minor Arterial,2,Scarborough,3,42,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,<Null>,0,Other,6,132
2009,19,Minor Arterial,2,Etobicoke York,1,12,Rain,5,Daylight,1,Wet,2,Non-Fatal Injury,2,Major,2,Bicycle,2,110
2009,13,Minor Arterial,2,Toronto and East York,4,55,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,<Null>,0,Other,6,65
2009,13,Minor Arterial,2,Toronto and East York,4,55,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,65
2009,13,Minor Arterial,2,Toronto and East York,4,55,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,65
2009,13,Minor Arterial,2,Toronto and East York,4,55,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,<Null>,0,Other,6,65
2009,13,Minor Arterial,2,Toronto and East York,4,55,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,65
2009,15,Major Arterial,1,Etobicoke York,1,23,Rain,5,Daylight,1,Wet,2,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,1
2009,23,Major Arterial,1,Scarborough,3,43,Rain,5,Dark,4,Wet,2,Non-Fatal Injury,2,<Null>,0,Other,6,137
2009,23,Major Arterial,1,Scarborough,3,43,Rain,5,Dark,4,Wet,2,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,137
2009,23,Major Arterial,1,Scarborough,3,43,Rain,5,Dark,4,Wet,2,Non-Fatal Injury,2,Major,2,Other,6,137
2009,12,Collector,1,Etobicoke York,1,23,Rain,5,Daylight,1,Wet,2,Non-Fatal Injury,2,Major,2,Other,6,2
2009,12,Collector,1,Etobicoke York,1,23,Rain,5,Daylight,1,Wet,2,Non-Fatal Injury,2,Major,2,Other,6,2
2009,12,Collector,1,Etobicoke York,1,23,Rain,5,Daylight,1,Wet,2,Non-Fatal Injury,2,<Null>,0,Other,6,2
2009,12,Collector,1,Etobicoke York,1,23,Rain,5,Daylight,1,Wet,2,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,2
2009,15,Major Arterial,1,North York,2,"54,33",Rain,5,Daylight,1,Wet,2,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,43
2009,15,Major Arterial,1,North York,2,"54,33",Rain,5,Daylight,1,Wet,2,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,43
2009,15,Major Arterial,1,North York,2,"54,33",Rain,5,Daylight,1,Wet,2,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,43
2009,21,Major Arterial,1,Scarborough,3,41,Rain,5,Dark,4,Wet,2,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,124
2009,21,Major Arterial,1,Scarborough,3,41,Rain,5,Dark,4,Wet,2,Non-Fatal Injury,2,Major,2,Other,6,124
2009,4,Major Arterial,1,Etobicoke York,1,12,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Minor,3,Other,6,115
2009,4,Major Arterial,1,Etobicoke York,1,12,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,115
2009,16,Minor Arterial,2,Toronto and East York,4,55,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minor,3,"Automobile, Station Wagon",1,64
2009,16,Minor Arterial,2,Toronto and East York,4,55,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,64
2009,8,Major Arterial,1,North York,2,53,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,99
2009,8,Major Arterial,1,North York,2,53,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Bicycle,2,99
2009,12,Local,3,Etobicoke York,1,12,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,111
2009,20,Major Arterial,1,Toronto and East York,4,52,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Minimal,4,"Automobile, Station Wagon",1,76
2009,20,Major Arterial,1,Toronto and East York,4,52,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Minor,3,"Automobile, Station Wagon",1,76
2009,20,Major Arterial,1,Toronto and East York,4,52,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,None,0,Other,6,76
2009,20,Major Arterial,1,Toronto and East York,4,52,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Minimal,4,Other,6,76
2009,20,Major Arterial,1,Toronto and East York,4,52,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,<Null>,0,Other,6,76
2009,20,Major Arterial,1,Toronto and East York,4,52,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Minimal,4,"Automobile, Station Wagon",1,76
2009,20,Major Arterial,1,Toronto and East York,4,52,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Minimal,4,Other,6,76
2009,20,Major Arterial,1,Toronto and East York,4,52,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,76
2009,20,Major Arterial,1,Toronto and East York,4,52,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,76
2009,16,<Null>,0,North York,2,32,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minimal,4,"Automobile, Station Wagon",1,31
2009,16,<Null>,0,North York,2,32,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,31
2009,16,<Null>,0,North York,2,32,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minimal,4,"Automobile, Station Wagon",1,31
2009,17,Major Arterial,1,Etobicoke York,1,22,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,<Null>,0,Other,6,17
2009,17,Major Arterial,1,Etobicoke York,1,22,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,17
2009,17,Major Arterial,1,Etobicoke York,1,22,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minor,3,Other,6,17
2009,17,Major Arterial,1,Etobicoke York,1,22,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minor,3,Other,6,17
2009,17,Major Arterial,1,Etobicoke York,1,22,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,<Null>,0,Other,6,17
2009,17,Major Arterial,1,Etobicoke York,1,22,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,17
2009,12,Major Arterial,1,North York,2,32,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Motorcycle,2,36
2009,12,Major Arterial,1,North York,2,32,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,<Null>,0,Other,6,36
2009,12,Major Arterial,1,North York,2,32,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,36
2009,14,Local,3,Toronto and East York,4,54,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minimal,4,<Null>,0,57
2009,14,Local,3,Toronto and East York,4,54,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,57
2009,14,Local,3,Toronto and East York,4,54,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,57
2009,21,Major Arterial,1,Toronto and East York,4,11,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Minimal,4,Other,6,87
2009,21,Major Arterial,1,Toronto and East York,4,11,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Minimal,4,"Automobile, Station Wagon",1,87
2009,21,Major Arterial,1,Toronto and East York,4,11,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Minimal,4,Other,6,87
2009,21,Major Arterial,1,Toronto and East York,4,11,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,87
2009,21,Major Arterial,1,Toronto and East York,4,11,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,87
2009,12,Major Arterial,1,Etobicoke York,1,22,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,16
2009,12,Major Arterial,1,Etobicoke York,1,22,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Motorcycle,2,16
2009,15,Major Arterial,1,Etobicoke York,1,23,Clear,1,Daylight,1,Dry,1,Fatal,1,Fatal,1,Motorcycle,2,1
2009,15,Major Arterial,1,Etobicoke York,1,23,Clear,1,Daylight,1,Dry,1,Fatal,1,None,0,"Automobile, Station Wagon",1,1
2009,18,Major Arterial,1,North York,2,31,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,<Null>,0,Other,6,27
2009,18,Major Arterial,1,North York,2,31,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minimal,4,"Automobile, Station Wagon",1,27
2009,18,Major Arterial,1,North York,2,31,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,27
2009,20,Minor Arterial,2,Toronto and East York,4,55,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,64
2009,20,Minor Arterial,2,Toronto and East York,4,55,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Bicycle,2,64
2009,16,Major Arterial,1,Etobicoke York,1,22,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Motorcycle,2,16
2009,16,Major Arterial,1,North York,2,"33,32",Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,49
2009,16,Major Arterial,1,North York,2,"33,32",Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,<Null>,0,Other,6,49
2009,16,Major Arterial,1,North York,2,"33,32",Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,49
2009,15,Major Arterial,1,North York,2,13,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,<Null>,0,Other,6,102
2009,15,Major Arterial,1,North York,2,13,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,102
2009,15,Major Arterial,1,North York,2,13,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,102
2009,15,Major Arterial,1,North York,2,13,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,102
2009,8,Minor Arterial,2,Toronto and East York,4,52,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,76
2009,8,Minor Arterial,2,Toronto and East York,4,52,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Bicycle,2,76
2009,10,Minor Arterial,2,Toronto and East York,4,11,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minimal,4,Other,6,87
2009,10,Minor Arterial,2,Toronto and East York,4,11,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,87
2009,10,Minor Arterial,2,Toronto and East York,4,11,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minimal,4,"Automobile, Station Wagon",1,87
2009,10,Minor Arterial,2,Toronto and East York,4,11,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,<Null>,0,Other,6,87
2009,10,Minor Arterial,2,Toronto and East York,4,11,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,87
2009,17,Major Arterial,1,Toronto and East York,4,54,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Motorcycle,2,54
2009,17,Major Arterial,1,Toronto and East York,4,54,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,54
2009,8,<Null>,0,North York,2,13,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,102
2009,8,<Null>,0,North York,2,13,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minimal,4,"Automobile, Station Wagon",1,102
2009,8,<Null>,0,North York,2,13,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minimal,4,Other,6,102
2009,8,<Null>,0,North York,2,13,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,102
2009,18,Major Arterial,1,Toronto and East York,4,14,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Motorcycle,2,93
2009,8,Major Arterial,1,Etobicoke York,1,23,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,<Null>,0,Other,6,1
2008,17,Other,4,Etobicoke York,1,31,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minimal,4,Other,6,27
2009,17,Major Arterial,1,Toronto and East York,4,11,Rain,5,Daylight,1,Wet,2,Fatal,1,None,0,Truck - Open,3,90
2009,14,Collector,1,Etobicoke York,1,12,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,112
2009,8,Major Arterial,1,Etobicoke York,1,23,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minor,3,"Automobile, Station Wagon",1,1
2008,17,Other,4,Etobicoke York,1,31,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,27
2009,17,Major Arterial,1,Toronto and East York,4,11,Rain,5,Daylight,1,Wet,2,Fatal,1,Fatal,1,Other,6,90
2009,23,Major Arterial,1,Etobicoke York,1,"23,22",Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,8
2009,2,Major Arterial,1,Toronto and East York,4,51,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,<Null>,0,Other,6,72
2009,8,Major Arterial,1,Etobicoke York,1,23,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,1
2009,12,Major Arterial,1,North York,2,"33,42",Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,118
2009,12,Major Arterial,1,North York,2,"33,42",Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,<Null>,0,Other,6,118
2009,12,Major Arterial,1,North York,2,"33,42",Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,<Null>,0,Other,6,118
2009,12,Major Arterial,1,North York,2,"33,42",Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,<Null>,0,Other,6,118
2009,12,Major Arterial,1,North York,2,"33,42",Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minimal,4,Other,6,118
2009,12,Major Arterial,1,North York,2,"33,42",Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,Other,6,118
2009,7,Minor Arterial,2,Scarborough,3,42,Clear,1,Daylight,1,Wet,2,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,129
2009,7,Minor Arterial,2,Scarborough,3,42,Clear,1,Daylight,1,Wet,2,Non-Fatal Injury,2,Minor,3,"Automobile, Station Wagon",1,129
2009,7,Minor Arterial,2,Scarborough,3,42,Clear,1,Daylight,1,Wet,2,Non-Fatal Injury,2,Minor,3,"Automobile, Station Wagon",1,129
2009,13,Major Arterial,1,North York,2,33,Clear,1,Daylight,1,Dry,1,Fatal,1,None,0,"Automobile, Station Wagon",1,52
2009,13,Major Arterial,1,North York,2,33,Clear,1,Daylight,1,Dry,1,Fatal,1,Fatal,1,Other,6,52
2009,16,Major Arterial,1,North York,2,13,Snow,6,Daylight,1,Slush,3,Non-Fatal Injury,2,<Null>,0,Other,6,109
2009,16,Major Arterial,1,North York,2,13,Snow,6,Daylight,1,Slush,3,Non-Fatal Injury,2,None,0,Municipal Transit Bus (TTC),4,109
2009,16,Major Arterial,1,North York,2,13,Snow,6,Daylight,1,Slush,3,Non-Fatal Injury,2,Major,2,Other,6,109
2009,14,Major Arterial,1,Toronto and East York,4,14,Clear,1,Daylight,1,Slush,3,Non-Fatal Injury,2,Minimal,4,Other,6,78
2009,14,Major Arterial,1,Toronto and East York,4,14,Clear,1,Daylight,1,Slush,3,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,78
2009,14,Major Arterial,1,Toronto and East York,4,14,Clear,1,Daylight,1,Slush,3,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,78
2009,14,Major Arterial,1,North York,2,32,Clear,1,Daylight,1,Slush,3,Non-Fatal Injury,2,<Null>,0,Other,6,36
2009,14,Major Arterial,1,North York,2,32,Clear,1,Daylight,1,Slush,3,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,36
2009,14,Major Arterial,1,North York,2,32,Clear,1,Daylight,1,Slush,3,Non-Fatal Injury,2,Minor,3,Other,6,36
2009,14,Major Arterial,1,North York,2,32,Clear,1,Daylight,1,Slush,3,Non-Fatal Injury,2,Major,2,Other,6,36
2009,16,Minor Arterial,2,Toronto and East York,4,55,Clear,1,Daylight,1,Wet,2,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,70
2009,16,Minor Arterial,2,Toronto and East York,4,55,Clear,1,Daylight,1,Wet,2,Non-Fatal Injury,2,Major,2,Other,6,70
2009,18,Major Arterial,1,Etobicoke York,1,12,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,<Null>,0,Other,6,110
2009,18,Major Arterial,1,Etobicoke York,1,12,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,None,0,"Automobile, Station Wagon",1,110
2009,18,Major Arterial,1,Etobicoke York,1,12,Clear,1,Dark,4,Dry,1,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,110
2009,8,Minor Arterial,2,Scarborough,3,42,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Major,2,"Automobile, Station Wagon",1,132
2009,8,Minor Arterial,2,Scarborough,3,42,Clear,1,Daylight,1,Dry,1,Non-Fatal Injury,2,Minor,3,Other,6,132
